Harvests;Plots;Replicates;Hybrids;yd;wb
Yr6;1369;9;H136;35.18333333;0
Yr6;1371;1;H137;36.8;0
Yr6;1372;2;H137;31.33333333;0
Yr6;1373;3;H137;30.64666667;0
Yr6;1374;4;H137;21.58;0
Yr6;1375;5;H137;15.26;0
Yr6;1376;6;H137;23.73333333;0
Yr6;1377;7;H137;11.85;0
Yr6;1378;8;H137;17.4;0
Yr6;1379;9;H137;7.863333333;0
Yr6;1381;1;H138;45.6;0
Yr6;1382;2;H138;24.97;0
Yr6;1383;3;H138;31.87666667;0
Yr6;1384;4;H138;40.22666667;0
Yr6;1385;5;H138;26.02;0
Yr6;1386;6;H138;24.95666667;1
Yr6;1387;7;H138;23.52666667;0
Yr6;1388;8;H138;37.49;0
Yr6;1389;9;H138;40.21666667;0
Yr6;1401;1;H140;57.145;0
Yr6;1402;2;H140;50.32333333;0
Yr6;1403;3;H140;52.16666667;0
Yr6;1404;4;H140;52.64666667;0
Yr6;1405;5;H140;33.84;0
Yr6;1436;6;H143;27.52333333;0
Yr6;1437;7;H143;35.45666667;0
Yr6;1438;8;H143;29.12666667;0
Yr6;1439;9;H143;25.71;0
Yr6;1446;6;H144;35.73333333;0
Yr6;1447;7;H144;39.30666667;0
Yr6;1448;8;H144;41.26666667;1
Yr6;1449;9;H144;18.07333333;1
Yr6;1491;1;H149;29;0
Yr6;1492;2;H149;17.91666667;0
Yr6;1493;3;H149;37.47333333;0
Yr6;1494;4;H149;30.39;0
Yr6;1495;5;H149;22.535;0
Yr6;1506;6;H150;19.03333333;0
Yr6;1507;7;H150;16.8;0
Yr6;1508;8;H150;18.71333333;0
Yr6;1509;9;H150;14.38333333;0
Yr6;1521;1;H152;29.40333333;0
Yr6;1522;2;H152;59.715;0
Yr6;1523;3;H152;37.32666667;0
Yr6;1524;4;H152;22.01666667;0
Yr6;1525;5;H152;21.19;1
Yr6;1526;6;H152;36.82333333;1
Yr6;1527;7;H152;20.56666667;0
Yr6;1528;8;H152;19;0
Yr6;1529;9;H152;21.27;0
Yr6;1571;1;H157;32.63;0
Yr6;1572;2;H157;28.905;0
Yr6;1573;3;H157;25.7;0
Yr6;1574;4;H157;16.97;0
Yr6;1575;5;H157;8.526666667;0
Yr6;1611;1;H161;29.69;1
Yr6;1612;2;H161;42.12;0
Yr6;1613;3;H161;47.39333333;1
Yr6;1614;4;H161;23.84;0
Yr6;1615;5;H161;47.54;0
Yr6;1626;6;H162;46.79;0
Yr6;1627;7;H162;27.86;0
Yr6;1628;8;H162;42.66666667;0
Yr6;1629;9;H162;29.80333333;0
Yr6;1636;6;H163;42.94;1
Yr6;1637;7;H163;16.935;1
Yr6;1638;8;H163;38.01;0
Yr6;1639;9;H163;24.465;0
Yr6;1651;1;H165;70.22;0
Yr6;1652;2;H165;50.65;1
Yr6;1653;3;H165;49.32666667;0
Yr6;1654;4;H165;61.18333333;0
Yr6;1655;5;H165;16.44333333;0
Yr6;1656;6;H165;55.12666667;0
Yr6;1657;7;H165;33.51333333;0
Yr6;1658;8;H165;38.08333333;0
Yr6;1659;9;H165;27.25666667;0
Yr6;1661;1;H166;50.22666667;0
Yr6;1662;2;H166;45.32;0
Yr6;1663;3;H166;27.40666667;0
Yr6;1664;4;H166;39.67;0
Yr6;1665;5;H166;15.725;0
Yr6;1666;6;H166;30.03;0
Yr6;1667;7;H166;8.74;0
Yr6;1668;8;H166;14.63;0
Yr6;1669;9;H166;15.46666667;0
Yr6;1671;1;H167;43.18333333;0
Yr6;1672;2;H167;46.05666667;0
Yr6;1673;3;H167;49.27;0
Yr6;1674;4;H167;55.04666667;0
Yr6;1675;5;H167;66.38;0
Yr6;1696;6;H169;31.35;0
Yr6;1697;7;H169;36.98666667;1
Yr6;1698;8;H169;31.61333333;0
Yr6;1699;9;H169;12.61666667;0
Yr6;11710;10;H117;22.11333333;0
Yr6;11810;10;H118;0.826666667;0
Yr6;12110;10;H121;7.045;0
Yr6;12310;10;H123;18.24333333;0
Yr6;12410;10;H124;10.01333333;0
Yr6;12510;10;H125;34.60666667;0
Yr6;12610;10;H126;12.60666667;0
Yr6;12710;10;H127;29.54666667;0
Yr6;13010;10;H130;15.37666667;0
Yr6;13110;10;H131;46.35333333;0
Yr6;13210;10;H132;15.38;0
Yr6;13410;10;H134;6.97;0
Yr6;13510;10;H135;17.14333333;0
Yr6;13610;10;H136;18.16333333;0
Yr6;13710;10;H137;21.34666667;0
Yr6;13810;10;H138;17.9;0
Yr6;14310;10;H143;26.24333333;0
Yr6;14410;10;H144;18.615;0
Yr6;15010;10;H150;20.28;1
Yr6;15210;10;H152;7.31;0
Yr6;16210;10;H162;19.09666667;0
Yr6;16310;10;H163;36.245;0
Yr6;16510;10;H165;26.38666667;0
Yr6;16610;10;H166;19.695;0
Yr6;16910;10;H169;50.93;0
Yr7;1171;1;H117;32.59666667;0
Yr7;1172;2;H117;35.555;0
Yr7;1173;3;H117;49.08333333;0
Yr7;1174;4;H117;50.21;1
Yr7;1175;5;H117;85.14;0
Yr7;1176;6;H117;38.6;0
Yr7;1177;7;H117;26.84;0
Yr7;1178;8;H117;26.21333333;0
Yr7;1179;9;H117;90.895;1
Yr7;1181;1;H118;44.76;0
Yr7;1182;2;H118;40.08;0
Yr7;1183;3;H118;59.37;0
Yr7;1184;4;H118;55.35;0
Yr7;1185;5;H118;55.41666667;0
Yr7;1186;6;H118;86.70666667;0
Yr7;1187;7;H118;50.25;0
Yr7;1188;8;H118;47.76;0
Yr7;1189;9;H118;25.61;0
Yr7;1201;1;H120;55.09666667;0
Yr7;1202;2;H120;54.23666667;1
Yr7;1203;3;H120;62.14333333;1
Yr7;1204;4;H120;49.43333333;0
Yr7;1205;5;H120;56.36666667;0
Yr7;1211;1;H121;44.82;0
Yr7;1212;2;H121;25.81;0
Yr7;1213;3;H121;77.51;0
Yr7;1214;4;H121;46.93333333;1
Yr7;1215;5;H121;67.08;0
Yr7;1216;6;H121;46.88;0
Yr7;1217;7;H121;44.32;1
Yr7;1218;8;H121;28.82333333;0
Yr7;1219;9;H121;57.76;0
Yr7;1231;1;H123;83.14333333;1
Yr7;1232;2;H123;61.85333333;0
Yr7;1233;3;H123;39.20666667;0
Yr7;1234;4;H123;50.47666667;0
Yr7;1235;5;H123;40.7;0
Yr7;1236;6;H123;55.33;0
Yr7;1237;7;H123;28.24333333;0
Yr7;1238;8;H123;18.39;0
Yr7;1239;9;H123;35.285;0
Yr7;1241;1;H124;62.76333333;0
Yr7;1242;2;H124;48.885;0
Yr7;1243;3;H124;61.57;0
Yr7;1244;4;H124;59.89666667;1
Yr7;1245;5;H124;62.04;0
Yr7;1246;6;H124;23.42333333;0
Yr7;1247;7;H124;48.86;0
Yr7;1248;8;H124;48.73333333;0
Yr7;1249;9;H124;43.01333333;0
Yr7;1256;6;H125;51.22333333;0
Yr7;1257;7;H125;67.91;0
Yr7;1258;8;H125;27.02666667;0
Yr7;1259;9;H125;46.28666667;0
Yr7;1266;6;H126;44.88333333;0
Yr7;1267;7;H126;27.38666667;0
Yr7;1268;8;H126;39.335;1
Yr7;1269;9;H126;38.85;0
Yr7;1271;1;H127;60.26333333;1
Yr7;1272;2;H127;25.05;0
Yr7;1273;3;H127;71.39333333;0
Yr7;1274;4;H127;48.7;0
Yr7;1275;5;H127;28.58666667;1
Yr7;1276;6;H127;46.95666667;0
Yr7;1277;7;H127;14.8;0
Yr7;1278;8;H127;46.34666667;0
Yr7;1279;9;H127;43.98;0
Yr7;1281;1;H128;57.14;0
Yr7;1282;2;H128;42.81666667;0
Yr7;1283;3;H128;39.5;0
Yr7;1284;4;H128;40.425;1
Yr7;1285;5;H128;29.13;0
Yr7;1291;1;H129;41.38;0
Yr7;1292;2;H129;72.46;0
Yr7;1293;3;H129;49.67666667;1
Yr7;1294;4;H129;55.99333333;0
Yr7;1295;5;H129;40.17;0
Yr7;1301;1;H130;59.91;0
Yr7;1302;2;H130;40.50666667;0
Yr7;1303;3;H130;67.76333333;0
Yr7;1304;4;H130;35;0
Yr7;1305;5;H130;47.92;0
Yr7;1306;6;H130;94.17333333;0
Yr7;1307;7;H130;9.99;0
Yr7;1308;8;H130;69.67666667;0
Yr7;1309;9;H130;60.92;0
Yr7;1311;1;H131;76.56333333;0
Yr7;1312;2;H131;45.91;0
Yr7;1313;3;H131;49.28666667;0
Yr7;1314;4;H131;47.76666667;0
Yr7;1315;5;H131;56.60666667;0
Yr7;1316;6;H131;55.04;0
Yr7;1317;7;H131;20.725;0
Yr7;1318;8;H131;65.84333333;0
Yr7;1319;9;H131;64.30666667;0
Yr7;1321;1;H132;45.77666667;0
Yr7;1322;2;H132;49.38;0
Yr7;1323;3;H132;42.63;0
Yr7;1324;4;H132;61.05;0
Yr7;1325;5;H132;53.345;1
Yr7;1326;6;H132;16.48333333;0
Yr7;1327;7;H132;47.51666667;0
Yr7;1328;8;H132;37.25666667;0
Yr7;1329;9;H132;42.245;0
Yr7;1331;1;H133;46.84;0
Yr7;1332;2;H133;33.465;0
Yr7;1333;3;H133;41.88333333;0
Yr7;1334;4;H133;45.5;0
Yr7;1335;5;H133;34.36333333;0
Yr7;1346;6;H134;32.31333333;0
Yr7;1347;7;H134;29.2;0
Yr7;1348;8;H134;21.79333333;0
Yr7;1349;9;H134;47.81333333;0
Yr7;1351;1;H135;39.53;0
Yr7;1352;2;H135;51.12;0
Yr7;1353;3;H135;45.68666667;0
Yr7;1354;4;H135;30.19666667;0
Yr7;1355;5;H135;47.41;0
Yr7;1356;6;H135;54.04;0
Yr7;1357;7;H135;31.89666667;0
Yr7;1358;8;H135;58.85666667;0
Yr7;1359;9;H135;35.23;0
Yr7;1361;1;H136;59.24;0
Yr7;1362;2;H136;50.65666667;0
Yr7;1363;3;H136;46.59666667;0
Yr7;1364;4;H136;37.37;0
Yr7;1365;5;H136;37.455;0
Yr7;1366;6;H136;55.26333333;0
Yr7;1367;7;H136;61.13333333;0
Yr7;1368;8;H136;63.30333333;0
Yr7;1369;9;H136;78.50333333;0
Yr7;1371;1;H137;38.49333333;0
Yr7;1372;2;H137;48.53333333;0
Yr7;1373;3;H137;36.9;0
Yr7;1374;4;H137;50.85;0
Yr7;1375;5;H137;50.06333333;0
Yr7;1376;6;H137;57.72333333;0
Yr7;1377;7;H137;24.25;0
Yr7;1378;8;H137;23.965;0
Yr7;1379;9;H137;31.35333333;0
Yr7;1381;1;H138;63.84;0
Yr7;1382;2;H138;29.67666667;0
Yr7;1383;3;H138;56.53666667;0
Yr7;1384;4;H138;49.71666667;1
Yr7;1385;5;H138;47.94666667;0
Yr7;1386;6;H138;31.63666667;0
Yr7;1387;7;H138;61.86333333;0
Yr7;1388;8;H138;39.20666667;0
Yr7;1389;9;H138;47.65;0
Yr7;1401;1;H140;41.905;0
Yr7;1402;2;H140;55.95;0
Yr7;1403;3;H140;34.47;0
Yr7;1404;4;H140;50.72333333;0
Yr7;1405;5;H140;58.57;0
Yr7;1436;6;H143;56.65;0
Yr7;1437;7;H143;53.04333333;0
Yr7;1438;8;H143;60.63666667;0
Yr7;1439;9;H143;56.73666667;0
Yr7;1446;6;H144;62.28666667;0
Yr7;1447;7;H144;54.00666667;1
Yr7;1448;8;H144;47.04666667;0
Yr7;1449;9;H144;38.49;0
Yr7;1491;1;H149;45.58;0
Yr7;1492;2;H149;44.395;0
Yr7;1493;3;H149;40.54666667;0
Yr7;1494;4;H149;42.195;0
Yr7;1495;5;H149;48.23;0
Yr7;1506;6;H150;14.68666667;0
Yr7;1507;7;H150;44.8;1
Yr7;1508;8;H150;32.58666667;0
Yr7;1509;9;H150;23.68333333;0
Yr7;1521;1;H152;43.35333333;0
Yr7;1522;2;H152;50.35;0
Yr7;1523;3;H152;42.24333333;0
Yr7;1524;4;H152;33.43;0
Yr7;1525;5;H152;35.19;0
Yr7;1526;6;H152;36.37;1
Yr7;1527;7;H152;26.92;0
Yr7;1528;8;H152;25.91666667;0
Yr7;1529;9;H152;29.15333333;0
Yr7;1571;1;H157;78.86333333;0
Yr7;1572;2;H157;86.14;0
Yr7;1573;3;H157;57.57;0
Yr7;1574;4;H157;86.05666667;0
Yr7;1575;5;H157;41.38666667;0
Yr7;1611;1;H161;18.075;1
Yr7;1612;2;H161;48.95;0
Yr7;1613;3;H161;63.99666667;0
Yr7;1614;4;H161;27.80333333;1
Yr7;1615;5;H161;55.06;0
Yr7;1626;6;H162;49.47333333;0
Yr7;1627;7;H162;74.25;0
Yr7;1628;8;H162;46.11666667;0
Yr7;1629;9;H162;47.00333333;0
Yr7;1636;6;H163;37.5;0
Yr7;1637;7;H163;56.755;1
Yr7;1638;8;H163;43.79666667;1
Yr7;1639;9;H163;41.85;0
Yr7;1651;1;H165;60.47333333;0
Yr7;1652;2;H165;47.26666667;0
Yr7;1653;3;H165;73.78;0
Yr7;1654;4;H165;69.22;0
Yr7;1655;5;H165;35.91666667;0
Yr7;1656;6;H165;32.48;0
Yr7;1657;7;H165;35.44666667;0
Yr7;1658;8;H165;40.92;0
Yr7;1659;9;H165;29.20666667;0
Yr7;1661;1;H166;45.21;0
Yr7;1662;2;H166;33.84;0
Yr7;1663;3;H166;45.65666667;0
Yr7;1664;4;H166;36.925;0
Yr7;1665;5;H166;34.44;1
Yr7;1666;6;H166;21.45;0
Yr7;1667;7;H166;19.945;0
Yr7;1668;8;H166;26.25;0
Yr7;1669;9;H166;37.2;0
Yr7;1671;1;H167;43.87;0
Yr7;1672;2;H167;39.49333333;0
Yr7;1673;3;H167;35.87;0
Yr7;1674;4;H167;54.16333333;0
Yr7;1675;5;H167;35.90666667;1
Yr7;1696;6;H169;65.09666667;0
Yr7;1697;7;H169;42.29;0
Yr7;1698;8;H169;40.83666667;0
Yr7;1699;9;H169;66.25;1
Yr7;11710;10;H117;58.07;0
Yr7;11810;10;H118;31.34;0
Yr7;12110;10;H121;43.34;0
Yr7;12310;10;H123;39.83666667;0
Yr7;12410;10;H124;42.17333333;0
Yr7;12510;10;H125;48.61;0
Yr7;12610;10;H126;37.9;0
Yr7;12710;10;H127;41.73;0
Yr7;13010;10;H130;46.46666667;0
Yr7;13110;10;H131;55.15333333;0
Yr7;13210;10;H132;47.41;0
Yr7;13410;10;H134;23.83;0
Yr7;13510;10;H135;70.43;0
Yr7;13610;10;H136;37.6;0
Yr7;13710;10;H137;29.29333333;0
Yr7;13810;10;H138;55.13;0
Yr7;14310;10;H143;30.66333333;0
Yr7;14410;10;H144;36.33;0
Yr7;15010;10;H150;44.00666667;0
Yr7;15210;10;H152;23.93;1
Yr7;16210;10;H162;62.74333333;0
Yr7;16310;10;H163;51.735;0
Yr7;16510;10;H165;38.81;0
Yr7;16610;10;H166;37.665;0
Yr7;16910;10;H169;55.83;0
Yr8;1171;1;H117;38.05;0
Yr8;1172;2;H117;47.915;0
Yr8;1173;3;H117;29.64;0
Yr8;1174;4;H117;24.83333333;1
Yr8;1175;5;H117;64.14;0
Yr8;1176;6;H117;35.955;0
Yr8;1177;7;H117;23.74666667;0
Yr8;1178;8;H117;24.27666667;0
Yr8;1179;9;H117;31.385;0
Yr8;1181;1;H118;32.39666667;0
Yr8;1182;2;H118;27.535;0
Yr8;1183;3;H118;50.07333333;0
Yr8;1184;4;H118;19.62;0
Yr8;1185;5;H118;50.34666667;0
Yr8;1186;6;H118;4.556666667;0
Yr8;1187;7;H118;34.92;0
Yr8;1188;8;H118;20.63;0
Yr8;1189;9;H118;16.36;0
Yr8;1201;1;H120;32.68;1
Yr8;1202;2;H120;28.42666667;1
Yr8;1203;3;H120;44.22;1
Yr8;1204;4;H120;34.00666667;0
Yr8;1205;5;H120;50.77333333;1
Yr8;1211;1;H121;48.99333333;1
Yr8;1212;2;H121;22.39666667;0
Yr8;1213;3;H121;62.27;1
Yr8;1214;4;H121;26.43333333;1
Yr8;1215;5;H121;11.38;0
Yr8;1216;6;H121;33.44333333;0
Yr8;1217;7;H121;32.62333333;1
Yr8;1218;8;H121;28.08;1
Yr8;1219;9;H121;43.51666667;0
Yr8;1231;1;H123;14.74666667;1
Yr8;1232;2;H123;9.136666667;1
Yr8;1233;3;H123;4.773333333;1
Yr8;1234;4;H123;20.85333333;1
Yr8;1235;5;H123;21.46;0
Yr8;1236;6;H123;29.595;0
Yr8;1237;7;H123;8.006666667;0
Yr8;1238;8;H123;5.56;0
Yr8;1239;9;H123;8.73;0
Yr8;1241;1;H124;47.15333333;0
Yr8;1242;2;H124;45.275;0
Yr8;1243;3;H124;34.53;0
Yr8;1244;4;H124;26.02;0
Yr8;1245;5;H124;33.57666667;0
Yr8;1246;6;H124;22.93;0
Yr8;1247;7;H124;28.78666667;0
Yr8;1248;8;H124;13.75666667;0
Yr8;1249;9;H124;27.45;0
Yr8;1256;6;H125;47.46666667;0
Yr8;1257;7;H125;54.745;0
Yr8;1258;8;H125;29.76666667;0
Yr8;1259;9;H125;35.53;0
Yr8;1266;6;H126;19.84666667;0
Yr8;1267;7;H126;10.38;1
Yr8;1268;8;H126;18.305;0
Yr8;1269;9;H126;16;0
Yr8;1271;1;H127;47.66666667;1
Yr8;1272;2;H127;21.595;0
Yr8;1273;3;H127;54.65;1
Yr8;1274;4;H127;42.84333333;0
Yr8;1275;5;H127;16.32666667;0
Yr8;1276;6;H127;32.46333333;0
Yr8;1277;7;H127;14.8;0
Yr8;1278;8;H127;21.63333333;0
Yr8;1279;9;H127;27.32333333;0
Yr8;1281;1;H128;25.18;1
Yr8;1282;2;H128;24.95;0
Yr8;1283;3;H128;15.93666667;0
Yr8;1284;4;H128;26.985;1
Yr8;1285;5;H128;25.48666667;0
Yr8;1291;1;H129;37.92333333;0
Yr8;1292;2;H129;23.8;0
Yr8;1293;3;H129;51.38;1
Yr8;1294;4;H129;65.95;0
Yr8;1295;5;H129;59.35333333;1
Yr8;1301;1;H130;38.75333333;1
Yr8;1302;2;H130;34.22;0
Yr8;1303;3;H130;28.79333333;0
Yr8;1304;4;H130;27;1
Yr8;1305;5;H130;15.94333333;0
Yr8;1306;6;H130;38.98333333;0
Yr8;1307;7;H130;14.73666667;0
Yr8;1308;8;H130;35.08666667;0
Yr8;1309;9;H130;27.29333333;0
Yr8;1311;1;H131;30.74666667;1
Yr8;1312;2;H131;20.40666667;0
Yr8;1313;3;H131;25.38666667;0
Yr8;1314;4;H131;40.71666667;0
Yr8;1315;5;H131;36.15666667;0
Yr8;1316;6;H131;22.96666667;0
Yr8;1317;7;H131;22.66333333;0
Yr8;1318;8;H131;29.45666667;0
Yr8;1319;9;H131;18.07333333;0
Yr8;1321;1;H132;29.08333333;0
Yr8;1322;2;H132;24.93666667;0
Yr8;1323;3;H132;13.87333333;0
Yr8;1324;4;H132;23.265;1
Yr8;1325;5;H132;17.43;0
Yr8;1326;6;H132;31.04333333;0
Yr8;1327;7;H132;27.04666667;0
Yr8;1328;8;H132;34.40666667;0
Yr8;1329;9;H132;20.435;0
Yr8;1331;1;H133;20.345;0
Yr8;1332;2;H133;34.96;0
Yr8;1333;3;H133;35.57333333;0
Yr8;1334;4;H133;37.7;0
Yr8;1335;5;H133;40.9;0
Yr8;1346;6;H134;33.41333333;0
Yr8;1347;7;H134;24.93666667;1
Yr8;1348;8;H134;20.91;0
Yr8;1349;9;H134;34.49;0
Yr8;1351;1;H135;22.95666667;1
Yr8;1352;2;H135;49.56;0
Yr8;1353;3;H135;17.77;0
Yr8;1354;4;H135;19.35666667;0
Yr8;1355;5;H135;34.92;0
Yr8;1356;6;H135;10.45333333;0
Yr8;1357;7;H135;21.78333333;0
Yr8;1358;8;H135;28.49333333;0
Yr8;1359;9;H135;19.70333333;0
Yr8;1361;1;H136;14.35666667;0
Yr8;1362;2;H136;7.22;0
Yr8;1363;3;H136;10.4;0
Yr8;1364;4;H136;14.74333333;0
Yr8;1365;5;H136;21.67;0
Yr8;1366;6;H136;20.31333333;0
Yr8;1367;7;H136;37.49666667;0
Yr8;1368;8;H136;13.52;1
Yr8;1369;9;H136;22.65666667;0
Yr8;1371;1;H137;36.84;0
Yr8;1372;2;H137;35.9;0
Yr8;1373;3;H137;35.30333333;0
Yr8;1374;4;H137;22.59;0
Yr8;1375;5;H137;21.54;0
Yr8;1376;6;H137;53.19666667;0
Yr8;1377;7;H137;14.93333333;0
Yr8;1378;8;H137;33.285;0
Yr8;1379;9;H137;11.01666667;0
Yr8;1381;1;H138;47.12;0
Yr8;1382;2;H138;36.82333333;1
Yr8;1383;3;H138;59.55;1
Yr8;1384;4;H138;39.23333333;1
Yr8;1385;5;H138;35.23;1
Yr8;1386;6;H138;41.65;1
Yr8;1387;7;H138;52.69333333;1
Yr8;1388;8;H138;33.37666667;0
Yr8;1389;9;H138;29.3;0
Yr8;1401;1;H140;68.105;0
Yr8;1402;2;H140;66.87;0
Yr8;1403;3;H140;32.99666667;1
Yr8;1404;4;H140;52.71666667;0
Yr8;1405;5;H140;58.57;0
Yr8;1436;6;H143;49.4;0
Yr8;1437;7;H143;38.73666667;0
Yr8;1438;8;H143;45.06;0
Yr8;1439;9;H143;47.54333333;0
Yr8;1446;6;H144;44.79333333;0
Yr8;1447;7;H144;55.14333333;1
Yr8;1448;8;H144;43.76;0
Yr8;1449;9;H144;39.25666667;0
Yr8;1491;1;H149;30.38666667;1
Yr8;1492;2;H149;39.905;0
Yr8;1493;3;H149;33.79333333;0
Yr8;1494;4;H149;56.735;0
Yr8;1495;5;H149;43.71;0
Yr8;1506;6;H150;16.04666667;1
Yr8;1507;7;H150;28;0
Yr8;1508;8;H150;24.40333333;1
Yr8;1509;9;H150;11.41333333;0
Yr8;1521;1;H152;27.48333333;1
Yr8;1522;2;H152;66.53;1
Yr8;1523;3;H152;40.90666667;0
Yr8;1524;4;H152;25.33666667;0
Yr8;1525;5;H152;22.04333333;0
Yr8;1526;6;H152;39.89;1
Yr8;1527;7;H152;7.266666667;0
Yr8;1528;8;H152;30.47333333;0
Yr8;1529;9;H152;27.74;0
Yr8;1571;1;H157;53.96666667;1
Yr8;1572;2;H157;25.3;0
Yr8;1573;3;H157;22.20333333;0
Yr8;1574;4;H157;38.54666667;0
Yr8;1575;5;H157;33.28666667;0
Yr8;1611;1;H161;24.1;1
Yr8;1612;2;H161;48.95;1
Yr8;1613;3;H161;52.23;1
Yr8;1614;4;H161;8.996666667;1
Yr8;1615;5;H161;38.05;1
Yr8;1626;6;H162;74.29333333;0
Yr8;1627;7;H162;38.35;1
Yr8;1628;8;H162;40.56;1
Yr8;1629;9;H162;41.03666667;0
Yr8;1636;6;H163;36.065;0
Yr8;1637;7;H163;25.365;1
Yr8;1638;8;H163;30.31333333;1
Yr8;1639;9;H163;32.205;0
Yr8;1651;1;H165;53.415;0
Yr8;1652;2;H165;38.98666667;0
Yr8;1653;3;H165;51.51;0
Yr8;1654;4;H165;42.63;0
Yr8;1655;5;H165;17.44;0
Yr8;1656;6;H165;41.48666667;0
Yr8;1657;7;H165;31.65666667;0
Yr8;1658;8;H165;36.55;0
Yr8;1659;9;H165;28.99666667;0
Yr8;1661;1;H166;4.965;0
Yr8;1662;2;H166;63.45;0
Yr8;1663;3;H166;35.62;0
Yr8;1664;4;H166;18.665;0
Yr8;1665;5;H166;29.16;1
Yr8;1666;6;H166;58.63;0
Yr8;1667;7;H166;21.1;0
Yr8;1668;8;H166;11.55;0
Yr8;1669;9;H166;29.33333333;0
Yr8;1671;1;H167;32.06333333;0
Yr8;1672;2;H167;33.665;0
Yr8;1673;3;H167;33.13333333;0
Yr8;1674;4;H167;33.12333333;0
Yr8;1675;5;H167;21.70666667;0
Yr8;1696;6;H169;48.80333333;1
Yr8;1697;7;H169;52.10333333;0
Yr8;1698;8;H169;26.54333333;1
Yr8;1699;9;H169;30.59333333;1
Yr8;11710;10;H117;30.875;0
Yr8;11810;10;H118;3.706666667;0
Yr8;12110;10;H121;3.74;0
Yr8;12310;10;H123;13.73333333;0
Yr8;12410;10;H124;17.38666667;0
Yr8;12510;10;H125;38.10666667;0
Yr8;12610;10;H126;20.86333333;1
Yr8;12710;10;H127;19.71333333;0
Yr8;13010;10;H130;21.15333333;0
Yr8;13110;10;H131;30.71;0
Yr8;13210;10;H132;17.41666667;0
Yr8;13410;10;H134;13.29;0
Yr8;13510;10;H135;19.47666667;0
Yr8;13610;10;H136;13.43333333;0
Yr8;13710;10;H137;16.23333333;0
Yr8;13810;10;H138;30.86;0
Yr8;14310;10;H143;42.24666667;0
Yr8;14410;10;H144;31.03;0
Yr8;15010;10;H150;17.84;0
Yr8;15210;10;H152;17.19;1
Yr8;16210;10;H162;48.57666667;0
Yr8;16310;10;H163;18.54;0
Yr8;16510;10;H165;21.39;0
Yr8;16610;10;H166;28.515;0
Yr8;16910;10;H169;47.95333333;1
Yr9;1171;1;H117;25.14666667;0
Yr9;1172;2;H117;17.02;0
Yr9;1173;3;H117;22.21666667;0
Yr9;1174;4;H117;32.09666667;1
Yr9;1175;5;H117;83.86;0
Yr9;1176;6;H117;54.86;0
Yr9;1177;7;H117;39.39;0
Yr9;1178;8;H117;22.80333333;1
Yr9;1179;9;H117;37.495;1
Yr9;1181;1;H118;41.35;0
Yr9;1182;2;H118;28.275;1
Yr9;1183;3;H118;31.51666667;0
Yr9;1184;4;H118;29.23333333;0
Yr9;1185;5;H118;31.93;0
Yr9;1186;6;H118;56.80666667;0
Yr9;1187;7;H118;24.23666667;0
Yr9;1188;8;H118;29.02666667;0
Yr9;1189;9;H118;45.01333333;0
Yr9;1201;1;H120;22.37333333;0
Yr9;1202;2;H120;45.77;0
Yr9;1203;3;H120;41.08;1
Yr9;1204;4;H120;30.03333333;0
Yr9;1205;5;H120;30.74333333;0
Yr9;1211;1;H121;30.91;1
Yr9;1212;2;H121;34.30666667;0
Yr9;1213;3;H121;32.43;1
Yr9;1214;4;H121;26.94333333;1
Yr9;1215;5;H121;39.89333333;0
Yr9;1216;6;H121;35.14;0
Yr9;1217;7;H121;31.65333333;0
Yr9;1218;8;H121;27.66666667;0
Yr9;1219;9;H121;41.18333333;0
Yr9;1231;1;H123;37.44333333;0
Yr9;1232;2;H123;23.55333333;0
Yr9;1233;3;H123;21.11666667;0
Yr9;1234;4;H123;33.13;0
Yr9;1235;5;H123;9.133333333;0
Yr9;1236;6;H123;23.09;0
Yr9;1237;7;H123;26.66666667;0
Yr9;1238;8;H123;16.21;0
Yr9;1239;9;H123;28.14;0
Yr9;1241;1;H124;24.22;0
Yr9;1242;2;H124;34.66;0
Yr9;1243;3;H124;19.93;0
Yr9;1244;4;H124;29.14;0
Yr9;1245;5;H124;44.20666667;0
Yr9;1246;6;H124;21.38333333;0
Yr9;1247;7;H124;39.35333333;0
Yr9;1248;8;H124;27.635;0
Yr9;1249;9;H124;18.97333333;0
Yr9;1256;6;H125;53.09;0
Yr9;1257;7;H125;88.835;0
Yr9;1258;8;H125;44.34666667;1
Yr9;1259;9;H125;26.99666667;0
Yr9;1266;6;H126;38.63666667;1
Yr9;1267;7;H126;17.86666667;1
Yr9;1268;8;H126;17.275;0
Yr9;1269;9;H126;36.65;1
Yr9;1271;1;H127;56.01333333;0
Yr9;1272;2;H127;15.13;0
Yr9;1273;3;H127;53.55;0
Yr9;1274;4;H127;38.67;0
Yr9;1275;5;H127;11.50666667;0
Yr9;1276;6;H127;54.48;0
Yr9;1277;7;H127;NA;NA
Yr9;1278;8;H127;46.43666667;0
Yr9;1279;9;H127;56.46;0
Yr9;1281;1;H128;23.43;0
Yr9;1282;2;H128;28.48666667;0
Yr9;1283;3;H128;19.78333333;0
Yr9;1284;4;H128;28.2;0
Yr9;1285;5;H128;26.07666667;0
Yr9;1291;1;H129;28.32666667;0
Yr9;1292;2;H129;41.3;0
Yr9;1293;3;H129;13.34333333;0
Yr9;1294;4;H129;56.07;0
Yr9;1295;5;H129;29.54333333;0
Yr9;1301;1;H130;14.03666667;1
