Harvests;Plots;Replicates;Hybrids;yd;wb
Yr3;1613;3;H161;23.77666667;0
Yr3;1614;4;H161;21.50333333;0
Yr3;1615;5;H161;18.11;0
Yr3;1626;6;H162;32.59333333;0
Yr3;1627;7;H162;17.56666667;0
Yr3;1628;8;H162;13.57;0
Yr3;1629;9;H162;16.81;1
Yr3;1636;6;H163;37.25;0
Yr3;1637;7;H163;20.605;0
Yr3;1638;8;H163;17.72333333;0
Yr3;1639;9;H163;26.75;0
Yr3;1651;1;H165;47.8;0
Yr3;1652;2;H165;30.82;0
Yr3;1653;3;H165;59.3;0
Yr3;1654;4;H165;26.27;0
Yr3;1655;5;H165;16.37666667;0
Yr3;1656;6;H165;23.31333333;0
Yr3;1657;7;H165;8.126666667;0
Yr3;1658;8;H165;27.68666667;0
Yr3;1659;9;H165;21.28;0
Yr3;1661;1;H166;28.1;0
Yr3;1662;2;H166;29.61666667;0
Yr3;1663;3;H166;18.36333333;0
Yr3;1664;4;H166;12.72333333;0
Yr3;1665;5;H166;34.48;0
Yr3;1666;6;H166;2.86;0
Yr3;1667;7;H166;24.275;0
Yr3;1668;8;H166;20.56;0
Yr3;1669;9;H166;23.03333333;0
Yr3;1671;1;H167;30.44;0
Yr3;1672;2;H167;28.28666667;0
Yr3;1673;3;H167;27.15666667;0
Yr3;1674;4;H167;24.53333333;0
Yr3;1675;5;H167;26.55;0
Yr3;1696;6;H169;45.02333333;0
Yr3;1697;7;H169;19.69;0
Yr3;1698;8;H169;19.00333333;1
Yr3;1699;9;H169;18.41;0
Yr3;11710;10;H117;13.23;0
Yr3;11810;10;H118;5.276666667;0
Yr3;12110;10;H121;1.38;0
Yr3;12310;10;H123;11.35333333;0
Yr3;12410;10;H124;10.38333333;0
Yr3;12510;10;H125;27.25666667;0
Yr3;12610;10;H126;13.08;0
Yr3;12710;10;H127;15.60333333;0
Yr3;13010;10;H130;19.89333333;0
Yr3;13110;10;H131;5.643333333;0
Yr3;13210;10;H132;25.06333333;0
Yr3;13410;10;H134;15.15;0
Yr3;13510;10;H135;19.03666667;0
Yr3;13610;10;H136;12.91333333;0
Yr3;13710;10;H137;18.52666667;0
Yr3;13810;10;H138;29.54;0
Yr3;14310;10;H143;25.91;0
Yr3;14410;10;H144;17.2;0
Yr3;15010;10;H150;4.68;1
Yr3;15210;10;H152;14.41333333;0
Yr3;16210;10;H162;29.46666667;0
Yr3;16310;10;H163;25.39;0
Yr3;16510;10;H165;20.69666667;0
Yr3;16610;10;H166;16.65;0
Yr3;16910;10;H169;38.80666667;0
Yr4;1171;1;H117;48.29;0
Yr4;1172;2;H117;32.46;0
Yr4;1173;3;H117;33.30333333;0
Yr4;1174;4;H117;26.27666667;0
Yr4;1175;5;H117;66.82;0
Yr4;1176;6;H117;48.235;0
Yr4;1177;7;H117;16.50666667;0
Yr4;1178;8;H117;26.41333333;0
Yr4;1179;9;H117;28.45;0
Yr4;1181;1;H118;26.19666667;0
Yr4;1182;2;H118;19.145;0
Yr4;1183;3;H118;36.45;0
Yr4;1184;4;H118;28.41;0
Yr4;1185;5;H118;26.32333333;0
Yr4;1186;6;H118;24.99666667;1
Yr4;1187;7;H118;26.31333333;0
Yr4;1188;8;H118;19.67666667;0
Yr4;1189;9;H118;22.68333333;0
Yr4;1201;1;H120;34.74;0
Yr4;1202;2;H120;33.66666667;0
Yr4;1203;3;H120;33.13;0
Yr4;1204;4;H120;50.17666667;0
Yr4;1205;5;H120;33.35;0
Yr4;1211;1;H121;21.98;1
Yr4;1212;2;H121;28.82666667;1
Yr4;1213;3;H121;51.21666667;0
Yr4;1214;4;H121;24.17666667;0
Yr4;1215;5;H121;18.74666667;0
Yr4;1216;6;H121;21.07333333;0
Yr4;1217;7;H121;21.84666667;0
Yr4;1218;8;H121;26.11;0
Yr4;1219;9;H121;32.89333333;0
Yr4;1231;1;H123;23.60666667;0
Yr4;1232;2;H123;28.57666667;0
Yr4;1233;3;H123;12.79333333;0
Yr4;1234;4;H123;21.4;0
Yr4;1235;5;H123;25.57333333;0
Yr4;1236;6;H123;13.64;0
Yr4;1237;7;H123;15.74;1
Yr4;1238;8;H123;18.56;0
Yr4;1239;9;H123;5.55;0
Yr4;1241;1;H124;28.64666667;0
Yr4;1242;2;H124;63.905;0
Yr4;1243;3;H124;48.89;0
Yr4;1244;4;H124;40.43666667;0
Yr4;1245;5;H124;40.36666667;0
Yr4;1246;6;H124;15.71;0
Yr4;1247;7;H124;14.97666667;0
Yr4;1248;8;H124;22.15;0
Yr4;1249;9;H124;23.05333333;0
Yr4;1256;6;H125;48.85;0
Yr4;1257;7;H125;35.575;0
Yr4;1258;8;H125;29.68333333;0
Yr4;1259;9;H125;28.23;0
Yr4;1266;6;H126;10.59333333;1
Yr4;1267;7;H126;25.95;0
Yr4;1268;8;H126;26.695;0
Yr4;1269;9;H126;11;0
Yr4;1271;1;H127;36.60333333;0
Yr4;1272;2;H127;30.925;0
Yr4;1273;3;H127;49.1;0
Yr4;1274;4;H127;37.41333333;0
Yr4;1275;5;H127;18.49333333;0
Yr4;1276;6;H127;28.73;0
Yr4;1277;7;H127;25.525;0
Yr4;1278;8;H127;22.30666667;0
Yr4;1279;9;H127;49.18333333;0
Yr4;1281;1;H128;21.905;0
Yr4;1282;2;H128;15.04333333;0
Yr4;1283;3;H128;10.66;0
Yr4;1284;4;H128;19.81;0
Yr4;1285;5;H128;25.34;0
Yr4;1291;1;H129;28.74333333;0
Yr4;1292;2;H129;29.46666667;0
Yr4;1293;3;H129;28.57666667;0
Yr4;1294;4;H129;47.13666667;0
Yr4;1295;5;H129;43.74666667;0
Yr4;1301;1;H130;35.89;1
Yr4;1302;2;H130;22.12;0
Yr4;1303;3;H130;33.06666667;0
Yr4;1304;4;H130;34.06666667;0
Yr4;1305;5;H130;21.34666667;0
Yr4;1306;6;H130;50.36666667;0
Yr4;1307;7;H130;13.75;0
Yr4;1308;8;H130;36.78666667;0
Yr4;1309;9;H130;30.53666667;0
Yr4;1311;1;H131;33.82666667;0
Yr4;1312;2;H131;23.00666667;0
Yr4;1313;3;H131;28.65666667;0
Yr4;1314;4;H131;18.1;0
Yr4;1315;5;H131;20.04666667;0
Yr4;1316;6;H131;31.34666667;0
Yr4;1317;7;H131;15.84;0
Yr4;1318;8;H131;28.05333333;0
Yr4;1319;9;H131;24.45666667;0
Yr4;1321;1;H132;30.88333333;0
Yr4;1322;2;H132;25.74666667;0
Yr4;1323;3;H132;29.86666667;0
Yr4;1324;4;H132;27.64;0
Yr4;1325;5;H132;36.14;0
Yr4;1326;6;H132;31.68333333;0
Yr4;1327;7;H132;29.94333333;0
Yr4;1328;8;H132;21.52;0
Yr4;1329;9;H132;21.845;0
Yr4;1331;1;H133;23.66;0
Yr4;1332;2;H133;17.865;0
Yr4;1333;3;H133;22.40666667;0
Yr4;1334;4;H133;24.8;0
Yr4;1335;5;H133;18.94333333;0
Yr4;1346;6;H134;24.54333333;0
Yr4;1347;7;H134;8.556666667;0
Yr4;1348;8;H134;18.35;0
Yr4;1349;9;H134;14.18;0
Yr4;1351;1;H135;29.60333333;0
Yr4;1352;2;H135;31.93666667;0
Yr4;1353;3;H135;37.98666667;0
Yr4;1354;4;H135;12.92333333;0
Yr4;1355;5;H135;22.5;0
Yr4;1356;6;H135;20.84666667;0
Yr4;1357;7;H135;21.49333333;0
Yr4;1358;8;H135;26.30333333;0
Yr4;1359;9;H135;24.22;0
Yr4;1361;1;H136;9.76;0
Yr4;1362;2;H136;17.69;0
Yr4;1363;3;H136;18.74333333;0
Yr4;1364;4;H136;21.09666667;0
Yr4;1365;5;H136;5.855;0
Yr4;1366;6;H136;25.76333333;0
Yr4;1367;7;H136;27.36666667;0
Yr4;1368;8;H136;28.87666667;0
Yr4;1369;9;H136;19.05333333;0
Yr4;1371;1;H137;38.55;0
Yr4;1372;2;H137;33.36666667;0
Yr4;1373;3;H137;23.55666667;0
Yr4;1374;4;H137;31.00666667;0
Yr4;1375;5;H137;25.64666667;0
Yr4;1376;6;H137;47.27;0
Yr4;1377;7;H137;10.18333333;0
Yr4;1378;8;H137;26.78;0
Yr4;1379;9;H137;18.93666667;0
Yr4;1381;1;H138;18.74666667;0
Yr4;1382;2;H138;35.87666667;1
Yr4;1383;3;H138;26.84666667;0
Yr4;1384;4;H138;19.61333333;1
Yr4;1385;5;H138;27.73666667;0
Yr4;1386;6;H138;16.95333333;0
Yr4;1387;7;H138;15.89333333;0
Yr4;1388;8;H138;20.25;0
Yr4;1389;9;H138;18.82;0
Yr4;1401;1;H140;48.27;0
Yr4;1402;2;H140;37.83666667;0
Yr4;1403;3;H140;21.68666667;0
Yr4;1404;4;H140;40.90333333;0
Yr4;1405;5;H140;53.36;0
Yr4;1436;6;H143;37.60333333;0
Yr4;1437;7;H143;22.62333333;0
Yr4;1438;8;H143;30.68333333;0
Yr4;1439;9;H143;26.83;0
Yr4;1446;6;H144;36.83333333;0
Yr4;1447;7;H144;24.01333333;0
Yr4;1448;8;H144;24.49333333;0
Yr4;1449;9;H144;28.81;0
Yr4;1491;1;H149;27.31666667;0
Yr4;1492;2;H149;21.83666667;0
Yr4;1493;3;H149;38.65;0
Yr4;1494;4;H149;45.635;0
Yr4;1495;5;H149;24.8;0
Yr4;1506;6;H150;17.79;1
Yr4;1507;7;H150;19.54666667;0
Yr4;1508;8;H150;26.53;0
Yr4;1509;9;H150;19.35666667;0
Yr4;1521;1;H152;23.71666667;0
Yr4;1522;2;H152;24.27;1
Yr4;1523;3;H152;37.55333333;0
Yr4;1524;4;H152;25.32666667;0
Yr4;1525;5;H152;49.24;0
Yr4;1526;6;H152;31.93666667;1
Yr4;1527;7;H152;13.99666667;0
Yr4;1528;8;H152;13.88666667;0
Yr4;1529;9;H152;15.97666667;0
Yr4;1571;1;H157;40.07666667;0
Yr4;1572;2;H157;24.87;0
Yr4;1573;3;H157;19.78666667;0
Yr4;1574;4;H157;35.02;0
Yr4;1575;5;H157;8.526666667;0
Yr4;1611;1;H161;28.51;0
Yr4;1612;2;H161;22.77;0
Yr4;1613;3;H161;48.69333333;1
Yr4;1614;4;H161;25.94333333;0
Yr4;1615;5;H161;33.81;0
Yr4;1626;6;H162;37.89666667;0
Yr4;1627;7;H162;27.47333333;0
Yr4;1628;8;H162;20.17666667;1
Yr4;1629;9;H162;21.95;0
Yr4;1636;6;H163;27.69;0
Yr4;1637;7;H163;28.015;0
Yr4;1638;8;H163;27.18333333;1
Yr4;1639;9;H163;26.92;0
Yr4;1651;1;H165;48.70333333;0
Yr4;1652;2;H165;30.24;0
Yr4;1653;3;H165;48.94333333;1
Yr4;1654;4;H165;55.32333333;0
Yr4;1655;5;H165;35.17666667;0
Yr4;1656;6;H165;24.28;0
Yr4;1657;7;H165;16.5;0
Yr4;1658;8;H165;35.91666667;0
Yr4;1659;9;H165;22.21333333;0
Yr4;1661;1;H166;33.19;0
Yr4;1662;2;H166;21.56;0
Yr4;1663;3;H166;27.69666667;0
Yr4;1664;4;H166;19.52;0
Yr4;1665;5;H166;45.775;0
Yr4;1666;6;H166;18.59;0
Yr4;1667;7;H166;22.13;0
Yr4;1668;8;H166;15.35;0
Yr4;1669;9;H166;13.06666667;0
Yr4;1671;1;H167;24.80666667;0
Yr4;1672;2;H167;23.63333333;0
Yr4;1673;3;H167;18.93666667;0
Yr4;1674;4;H167;27.09;0
Yr4;1675;5;H167;53.6;0
Yr4;1696;6;H169;38.25;0
Yr4;1697;7;H169;29.37333333;0
Yr4;1698;8;H169;20.63666667;1
Yr4;1699;9;H169;35.06333333;0
Yr4;11710;10;H117;20.01666667;0
Yr4;11810;10;H118;8.673333333;0
Yr4;12110;10;H121;5.12;1
Yr4;12310;10;H123;18.04;0
Yr4;12410;10;H124;13.55666667;0
Yr4;12510;10;H125;33.64333333;0
Yr4;12610;10;H126;11.63;0
Yr4;12710;10;H127;22.07;0
Yr4;13010;10;H130;23.23;0
Yr4;13110;10;H131;30.17333333;0
Yr4;13210;10;H132;37.57333333;0
Yr4;13410;10;H134;19.595;0
Yr4;13510;10;H135;18.65666667;0
Yr4;13610;10;H136;17.64666667;0
Yr4;13710;10;H137;18.36666667;0
Yr4;13810;10;H138;19.38666667;0
Yr4;14310;10;H143;25.99333333;0
Yr4;14410;10;H144;28.79;0
Yr4;15010;10;H150;24.96;0
Yr4;15210;10;H152;15.34666667;0
Yr4;16210;10;H162;24.11666667;0
Yr4;16310;10;H163;12.81;0
Yr4;16510;10;H165;29.82333333;0
Yr4;16610;10;H166;17.425;0
Yr4;16910;10;H169;34.95666667;0
Yr5;1171;1;H117;19.48;0
Yr5;1172;2;H117;18.59;0
Yr5;1173;3;H117;43.39666667;0
Yr5;1174;4;H117;39.90666667;0
Yr5;1175;5;H117;114.12;0
Yr5;1176;6;H117;34.985;0
Yr5;1177;7;H117;17.86333333;0
Yr5;1178;8;H117;35.96;0
Yr5;1179;9;H117;27.77;0
Yr5;1181;1;H118;27.51666667;0
Yr5;1182;2;H118;25.51666667;0
Yr5;1183;3;H118;46.89333333;0
Yr5;1184;4;H118;26.08666667;0
Yr5;1185;5;H118;30.59666667;0
Yr5;1186;6;H118;32.31;0
Yr5;1187;7;H118;47.72666667;0
Yr5;1188;8;H118;24.02666667;0
Yr5;1189;9;H118;28.17333333;0
Yr5;1201;1;H120;33.89333333;0
Yr5;1202;2;H120;52.28666667;0
Yr5;1203;3;H120;32.83666667;1
Yr5;1204;4;H120;34.15666667;0
Yr5;1205;5;H120;37.97666667;0
Yr5;1211;1;H121;35.00666667;0
Yr5;1212;2;H121;43.95333333;0
Yr5;1213;3;H121;55.13;0
Yr5;1214;4;H121;26.84666667;0
Yr5;1215;5;H121;36.83;0
Yr5;1216;6;H121;29.17666667;1
Yr5;1217;7;H121;27.22;0
Yr5;1218;8;H121;26.92333333;0
Yr5;1219;9;H121;34.33;0
Yr5;1231;1;H123;36.67333333;0
Yr5;1232;2;H123;21.11333333;0
Yr5;1233;3;H123;13.46666667;0
Yr5;1234;4;H123;21.57333333;0
Yr5;1235;5;H123;16.53;0
Yr5;1236;6;H123;10.02666667;0
Yr5;1237;7;H123;14.21333333;0
Yr5;1238;8;H123;17.72333333;0
Yr5;1239;9;H123;12.74;0
Yr5;1241;1;H124;30.50333333;0
Yr5;1242;2;H124;33.43;0
Yr5;1243;3;H124;33.33;0
Yr5;1244;4;H124;42.85333333;0
Yr5;1245;5;H124;44.99666667;0
Yr5;1246;6;H124;23.83666667;0
Yr5;1247;7;H124;24.71;0
Yr5;1248;8;H124;30.48666667;0
Yr5;1249;9;H124;24.82333333;0
Yr5;1256;6;H125;53.75;0
Yr5;1257;7;H125;60.87;0
Yr5;1258;8;H125;29.75666667;0
Yr5;1259;9;H125;24.64;0
Yr5;1266;6;H126;16.41;0
Yr5;1267;7;H126;24.15;1
Yr5;1268;8;H126;18.375;0
Yr5;1269;9;H126;20.95;0
Yr5;1271;1;H127;30.50666667;0
Yr5;1272;2;H127;23.725;0
Yr5;1273;3;H127;48.14;0
Yr5;1274;4;H127;51.61333333;0
Yr5;1275;5;H127;15.25333333;0
Yr5;1276;6;H127;41.50333333;0
Yr5;1277;7;H127;0;0
Yr5;1278;8;H127;46.25666667;0
Yr5;1279;9;H127;49.07333333;0
Yr5;1281;1;H128;24.185;0
Yr5;1282;2;H128;17.85333333;0
Yr5;1283;3;H128;11.00666667;0
Yr5;1284;4;H128;23.64666667;0
Yr5;1285;5;H128;17.24333333;0
Yr5;1291;1;H129;38.81333333;0
Yr5;1292;2;H129;40.89666667;0
Yr5;1293;3;H129;23.81333333;0
Yr5;1294;4;H129;44.72666667;0
Yr5;1295;5;H129;55.29;0
Yr5;1301;1;H130;44.86666667;0
Yr5;1302;2;H130;19.58333333;0
Yr5;1303;3;H130;40.78666667;0
Yr5;1304;4;H130;38.2;0
Yr5;1305;5;H130;14.11333333;0
Yr5;1306;6;H130;36.89;0
Yr5;1307;7;H130;12.9;0
Yr5;1308;8;H130;38.12666667;0
Yr5;1309;9;H130;36.13333333;0
Yr5;1311;1;H131;29.86333333;0
Yr5;1312;2;H131;25.37666667;0
Yr5;1313;3;H131;21.62333333;0
Yr5;1314;4;H131;32.36666667;1
Yr5;1315;5;H131;18.71;0
Yr5;1316;6;H131;34.13;0
Yr5;1317;7;H131;22.18666667;0
Yr5;1318;8;H131;30.41666667;0
Yr5;1319;9;H131;28.81333333;0
Yr5;1321;1;H132;22.76333333;0
Yr5;1322;2;H132;27.45333333;0
Yr5;1323;3;H132;15.02666667;0
Yr5;1324;4;H132;31.31;0
Yr5;1325;5;H132;32.79;0
Yr5;1326;6;H132;27.23666667;0
Yr5;1327;7;H132;31.35333333;0
Yr5;1328;8;H132;26.59666667;0
Yr5;1329;9;H132;12.81;0
Yr5;1331;1;H133;31.955;0
Yr5;1332;2;H133;22.55;0
Yr5;1333;3;H133;32.31666667;1
Yr5;1334;4;H133;24.45;0
Yr5;1335;5;H133;30.21333333;0
Yr5;1346;6;H134;27.39333333;0
Yr5;1347;7;H134;20.07;0
Yr5;1348;8;H134;20.85333333;0
Yr5;1349;9;H134;27.07333333;0
Yr5;1351;1;H135;30.69666667;0
Yr5;1352;2;H135;25.38666667;0
Yr5;1353;3;H135;35.41666667;0
Yr5;1354;4;H135;21.73666667;0
Yr5;1355;5;H135;17.34333333;0
Yr5;1356;6;H135;27.77;0
Yr5;1357;7;H135;27.02333333;0
Yr5;1358;8;H135;40.71666667;0
Yr5;1359;9;H135;31.83;0
Yr5;1361;1;H136;17.27;0
Yr5;1362;2;H136;3.166666667;0
Yr5;1363;3;H136;18.04;0
Yr5;1364;4;H136;29.23;0
Yr5;1365;5;H136;28.41;0
Yr5;1366;6;H136;22.3;0
Yr5;1367;7;H136;40.88666667;0
Yr5;1368;8;H136;27.47666667;0
Yr5;1369;9;H136;35.96666667;0
Yr5;1371;1;H137;43.42666667;0
Yr5;1372;2;H137;37.86666667;0
Yr5;1373;3;H137;25.38666667;0
Yr5;1374;4;H137;20;0
Yr5;1375;5;H137;25.71;0
Yr5;1376;6;H137;37.41333333;0
Yr5;1377;7;H137;20.83333333;0
Yr5;1378;8;H137;35.32;0
Yr5;1379;9;H137;29.51333333;0
Yr5;1381;1;H138;24.32;1
Yr5;1382;2;H138;31.27666667;0
Yr5;1383;3;H138;26.25333333;0
Yr5;1384;4;H138;24.12666667;0
Yr5;1385;5;H138;25.44;0
Yr5;1386;6;H138;19.35666667;0
Yr5;1387;7;H138;22.31666667;0
Yr5;1388;8;H138;35.76666667;0
Yr5;1389;9;H138;33.495;0
Yr5;1401;1;H140;45.14;0
Yr5;1402;2;H140;45.72666667;0
Yr5;1403;3;H140;29.67333333;0
Yr5;1404;4;H140;49.79333333;0
Yr5;1405;5;H140;49.46;0
Yr5;1436;6;H143;33.20666667;0
Yr5;1437;7;H143;28.53;0
Yr5;1438;8;H143;35.94333333;0
Yr5;1439;9;H143;28.20333333;0
Yr5;1446;6;H144;41.86333333;0
Yr5;1447;7;H144;24.49666667;1
Yr5;1448;8;H144;40.57333333;1
Yr5;1449;9;H144;36.36333333;0
Yr5;1491;1;H149;30.00666667;0
Yr5;1492;2;H149;28.45333333;0
Yr5;1493;3;H149;22.4;0
Yr5;1494;4;H149;32.76333333;0
Yr5;1495;5;H149;28.1;0
Yr5;1506;6;H150;27.94666667;0
Yr5;1507;7;H150;28;0
Yr5;1508;8;H150;30.14333333;0
Yr5;1509;9;H150;26.4;0
Yr5;1521;1;H152;27.56;0
Yr5;1522;2;H152;53.46;0
Yr5;1523;3;H152;31.44;0
Yr5;1524;4;H152;26.45333333;0
Yr5;1525;5;H152;30.89333333;0
Yr5;1526;6;H152;35.34;1
Yr5;1527;7;H152;14.19;0
Yr5;1528;8;H152;32.82666667;1
Yr5;1529;9;H152;21.19;0
Yr5;1571;1;H157;66.00333333;0
Yr5;1572;2;H157;8.785;0
Yr5;1573;3;H157;13.56666667;0
Yr5;1574;4;H157;42.81333333;0
Yr5;1575;5;H157;18.57333333;0
Yr5;1611;1;H161;12.775;0
Yr5;1612;2;H161;23.91;0
Yr5;1613;3;H161;49.16;1
Yr5;1614;4;H161;23.05;0
Yr5;1615;5;H161;30.4;0
Yr5;1626;6;H162;45.15333333;0
Yr5;1627;7;H162;59.72;0
Yr5;1628;8;H162;33.21;0
Yr5;1629;9;H162;35.74;0
Yr5;1636;6;H163;55.69;0
Yr5;1637;7;H163;15.715;1
Yr5;1638;8;H163;26.29333333;0
Yr5;1639;9;H163;36.6;0
Yr5;1651;1;H165;51.40666667;0
Yr5;1652;2;H165;37.59;1
Yr5;1653;3;H165;53.26;0
Yr5;1654;4;H165;42.99333333;0
Yr5;1655;5;H165;37.12666667;0
Yr5;1656;6;H165;30.69666667;0
Yr5;1657;7;H165;24.09666667;0
Yr5;1658;8;H165;34.37666667;0
Yr5;1659;9;H165;29.69333333;0
Yr5;1661;1;H166;32.32;0
Yr5;1662;2;H166;32.35;0
Yr5;1663;3;H166;30.89666667;0
Yr5;1664;4;H166;24.12;0
Yr5;1665;5;H166;52.945;0
Yr5;1666;6;H166;7.15;0
Yr5;1667;7;H166;26.46;0
Yr5;1668;8;H166;25.67;0
Yr5;1669;9;H166;38.26666667;0
Yr5;1671;1;H167;29.64;0
Yr5;1672;2;H167;41.11333333;0
Yr5;1673;3;H167;35.88;0
Yr5;1674;4;H167;39.39;0
Yr5;1675;5;H167;48.08666667;0
Yr5;1696;6;H169;46.06666667;1
Yr5;1697;7;H169;43.62666667;1
Yr5;1698;8;H169;25.20666667;0
Yr5;1699;9;H169;27.02666667;0
Yr5;11710;10;H117;25.58;0
Yr5;11810;10;H118;10.79333333;0
Yr5;12110;10;H121;18.5;1
Yr5;12310;10;H123;20.15333333;0
Yr5;12410;10;H124;25.29;0
Yr5;12510;10;H125;56.25;0
Yr5;12610;10;H126;20.68333333;0
Yr5;12710;10;H127;33.19666667;0
Yr5;13010;10;H130;33.22333333;0
Yr5;13110;10;H131;23.13666667;0
Yr5;13210;10;H132;36.51333333;0
Yr5;13410;10;H134;23.905;0
Yr5;13510;10;H135;32.48333333;0
Yr5;13610;10;H136;31.52333333;0
Yr5;13710;10;H137;31.13333333;0
Yr5;13810;10;H138;30.48;0
Yr5;14310;10;H143;34.6;0
Yr5;14410;10;H144;38.61;0
Yr5;15010;10;H150;24.96;0
Yr5;15210;10;H152;17.79666667;0
Yr5;16210;10;H162;40.13;0
Yr5;16310;10;H163;26.53;1
Yr5;16510;10;H165;19.82666667;0
Yr5;16610;10;H166;27.84;0
Yr5;16910;10;H169;38.59666667;0
Yr6;1171;1;H117;64.48333333;0
Yr6;1172;2;H117;40.98;0
Yr6;1173;3;H117;55.15;0
Yr6;1174;4;H117;17.27;0
Yr6;1175;5;H117;91.225;0
Yr6;1176;6;H117;51.395;0
Yr6;1177;7;H117;37.65666667;0
Yr6;1178;8;H117;50.06;0
Yr6;1179;9;H117;23.35;0
Yr6;1181;1;H118;36.17333333;0
Yr6;1182;2;H118;16.63;0
Yr6;1183;3;H118;40.01;0
Yr6;1184;4;H118;15.44;0
Yr6;1185;5;H118;38.14666667;0
Yr6;1186;6;H118;18.32333333;0
Yr6;1187;7;H118;29.30666667;0
Yr6;1188;8;H118;23.93;0
Yr6;1189;9;H118;11.35666667;0
Yr6;1201;1;H120;37.05333333;0
Yr6;1202;2;H120;37.32333333;0
Yr6;1203;3;H120;34.07333333;0
Yr6;1204;4;H120;47.51333333;0
Yr6;1205;5;H120;63.15666667;1
Yr6;1211;1;H121;26.81333333;0
Yr6;1212;2;H121;45.27666667;0
Yr6;1213;3;H121;36.03666667;0
Yr6;1214;4;H121;19.65666667;0
Yr6;1215;5;H121;22.35333333;0
Yr6;1216;6;H121;29.15666667;1
Yr6;1217;7;H121;5.993333333;0
Yr6;1218;8;H121;24.71333333;0
Yr6;1219;9;H121;25.74;0
Yr6;1231;1;H123;14.05333333;0
Yr6;1232;2;H123;15.78333333;0
Yr6;1233;3;H123;5.51;0
Yr6;1234;4;H123;19.01333333;0
Yr6;1235;5;H123;21.60666667;0
Yr6;1236;6;H123;21.545;0
Yr6;1237;7;H123;9.475;0
Yr6;1238;8;H123;20.39;0
Yr6;1239;9;H123;6.115;0
Yr6;1241;1;H124;24.10333333;0
Yr6;1242;2;H124;46.21;0
Yr6;1243;3;H124;50.29;0
Yr6;1244;4;H124;30.19;0
Yr6;1245;5;H124;32.87333333;0
Yr6;1246;6;H124;51.78666667;0
Yr6;1247;7;H124;39.60333333;0
Yr6;1248;8;H124;32.67666667;0
Yr6;1249;9;H124;29.07666667;0
Yr6;1256;6;H125;29.19666667;0
Yr6;1257;7;H125;43.04;0
Yr6;1258;8;H125;42.20333333;0
Yr6;1259;9;H125;29.00666667;0
Yr6;1266;6;H126;16.24;0
Yr6;1267;7;H126;21.33666667;1
Yr6;1268;8;H126;44.525;0
Yr6;1269;9;H126;16.15;0
Yr6;1271;1;H127;27.57333333;0
Yr6;1272;2;H127;17.115;0
Yr6;1273;3;H127;42.85333333;0
Yr6;1274;4;H127;23.97333333;0
Yr6;1275;5;H127;23.91333333;0
Yr6;1276;6;H127;34.29666667;0
Yr6;1277;7;H127;11.1;0
Yr6;1278;8;H127;32.25666667;0
Yr6;1279;9;H127;38.44;0
Yr6;1281;1;H128;18.145;0
Yr6;1282;2;H128;34.13666667;0
Yr6;1283;3;H128;31.88333333;0
Yr6;1284;4;H128;20.44666667;0
Yr6;1285;5;H128;7.14;0
Yr6;1291;1;H129;46.29333333;0
Yr6;1292;2;H129;38.24333333;0
Yr6;1293;3;H129;36.73;0
Yr6;1294;4;H129;40.44;0
Yr6;1295;5;H129;58.85;0
Yr6;1301;1;H130;44.01;0
Yr6;1302;2;H130;13.12;0
Yr6;1303;3;H130;45.04333333;0
Yr6;1304;4;H130;28.46666667;0
Yr6;1305;5;H130;26.29333333;0
Yr6;1306;6;H130;33.18333333;0
Yr6;1307;7;H130;24.71666667;0
Yr6;1308;8;H130;30.7;0
Yr6;1309;9;H130;25.71;0
Yr6;1311;1;H131;32.26;0
Yr6;1312;2;H131;35.45333333;0
Yr6;1313;3;H131;24.67;0
Yr6;1314;4;H131;35.66;1
Yr6;1315;5;H131;36.43333333;0
Yr6;1316;6;H131;25.74666667;0
Yr6;1317;7;H131;38.095;0
Yr6;1318;8;H131;39.42;0
Yr6;1319;9;H131;37.70333333;0
Yr6;1321;1;H132;36.95666667;0
Yr6;1322;2;H132;32.97;0
Yr6;1323;3;H132;18.73333333;0
Yr6;1324;4;H132;23.88;0
Yr6;1325;5;H132;6.64;0
Yr6;1326;6;H132;15.74666667;0
Yr6;1327;7;H132;12.54;0
Yr6;1328;8;H132;33.84333333;0
Yr6;1329;9;H132;21.295;0
Yr6;1331;1;H133;14.215;0
Yr6;1332;2;H133;10.13;0
Yr6;1333;3;H133;41.60333333;1
Yr6;1334;4;H133;7.5;0
Yr6;1335;5;H133;29.20666667;0
Yr6;1346;6;H134;20.78666667;0
Yr6;1347;7;H134;13.85;0
Yr6;1348;8;H134;14.39666667;0
Yr6;1349;9;H134;15.51;0
Yr6;1351;1;H135;20.95;0
Yr6;1352;2;H135;33.67666667;0
Yr6;1353;3;H135;34.04666667;0
Yr6;1354;4;H135;32.24666667;0
Yr6;1355;5;H135;28.11666667;0
Yr6;1356;6;H135;13.63333333;0
Yr6;1357;7;H135;42.7;0
Yr6;1358;8;H135;27.41;0
Yr6;1359;9;H135;24.76666667;0
Yr6;1361;1;H136;10.23;0
Yr6;1362;2;H136;13.96333333;0
Yr6;1363;3;H136;12.60333333;0
Yr6;1364;4;H136;12.47333333;0
Yr6;1365;5;H136;14.205;0
Yr6;1366;6;H136;35.60333333;0
Yr6;1367;7;H136;26.01666667;0
Yr6;1368;8;H136;26.01666667;0
